time,ticker,close,high,low,open,volume,currency,data_provider
2024-01-22 14:36:00,NVDA,598.1799926757812,602.780029296875,598.1799926757812,602.6900024414062,442817.0,USD,yfinance
2024-01-22 14:36:00,TSLA,212.72999572753906,213.69000244140625,212.70010375976562,213.27999877929688,646884.0,USD,yfinance
2024-01-22 14:37:00,AAPL,193.968994140625,193.97999572753906,193.6999969482422,193.72000122070312,277537.0,USD,yfinance
2024-01-22 14:37:00,AMZN,155.42999267578125,155.4456024169922,155.02999877929688,155.07000732421875,233525.0,USD,yfinance
2024-01-22 14:37:00,GOOG,149.64500427246094,149.75,149.44000244140625,149.44000244140625,57990.0,USD,yfinance
2024-01-22 14:37:00,META,389.385009765625,389.42999267578125,388.8999938964844,388.94000244140625,147400.0,USD,yfinance
2024-01-22 14:37:00,MSFT,398.5434875488281,398.5434875488281,397.8819885253906,398.0400085449219,120105.0,USD,yfinance
2024-01-22 14:37:00,NVDA,598.885009765625,599.7269287109375,597.5399780273438,598.0700073242188,452616.0,USD,yfinance
2024-01-22 14:37:00,TSLA,213.08999633789062,213.57899475097656,212.5800018310547,212.7490997314453,497660.0,USD,yfinance
2024-01-22 14:38:00,AAPL,193.95399475097656,194.14920043945312,193.92999267578125,193.97000122070312,412509.0,USD,yfinance
2024-01-22 14:38:00,AMZN,155.38999938964844,155.49000549316406,155.22000122070312,155.42999267578125,166694.0,USD,yfinance
2024-01-22 14:38:00,GOOG,149.4407958984375,149.6300048828125,149.25270080566406,149.6300048828125,98252.0,USD,yfinance
2024-01-22 14:38:00,META,388.35009765625,389.3599853515625,388.0299987792969,389.3599853515625,138236.0,USD,yfinance
2024-01-22 14:38:00,MSFT,398.5,398.7853088378906,398.4200134277344,398.5199890136719,113578.0,USD,yfinance
2024-01-22 14:38:00,NVDA,600.2949829101562,600.639892578125,598.7999877929688,598.9000244140625,269540.0,USD,yfinance
2024-01-22 14:38:00,TSLA,212.85009765625,213.4398956298828,212.77000427246094,213.06849670410156,397516.0,USD,yfinance
2024-01-22 14:39:00,AAPL,194.26100158691406,194.3000030517578,193.9199981689453,193.9499969482422,370035.0,USD,yfinance
2024-01-22 14:39:00,AMZN,155.44000244140625,155.60000610351562,155.33999633789062,155.38999938964844,305213.0,USD,yfinance
2024-01-22 14:39:00,GOOG,149.35000610351562,149.52000427246094,149.3000030517578,149.4499969482422,78516.0,USD,yfinance
2024-01-22 14:39:00,META,386.8287048339844,388.5299987792969,386.6055908203125,388.4700012207031,209212.0,USD,yfinance
2024-01-22 14:39:00,MSFT,398.45001220703125,398.7300109863281,398.1199951171875,398.510009765625,166516.0,USD,yfinance
2024-01-22 14:39:00,NVDA,599.3201293945312,600.9400024414062,598.9299926757812,600.39990234375,269393.0,USD,yfinance
2024-01-22 14:39:00,TSLA,212.80599975585938,213.07000732421875,212.17999267578125,212.85499572753906,769323.0,USD,yfinance
2024-01-22 14:40:00,AAPL,194.25999450683594,194.36000061035156,194.24000549316406,194.25999450683594,360057.0,USD,yfinance
2024-01-22 14:40:00,AMZN,155.38819885253906,155.50999450683594,155.3300018310547,155.43319702148438,185856.0,USD,yfinance
2024-01-22 14:40:00,GOOG,149.13999938964844,149.36000061035156,149.12159729003906,149.36000061035156,51138.0,USD,yfinance
2024-01-22 14:40:00,META,386.81500244140625,387.25,386.6000061035156,386.760009765625,130979.0,USD,yfinance
2024-01-22 14:40:00,MSFT,398.5,398.70001220703125,398.1199951171875,398.4649963378906,73900.0,USD,yfinance
2024-01-22 14:40:00,NVDA,598.32470703125,599.5499877929688,597.75,599.5499877929688,359061.0,USD,yfinance
2024-01-22 14:40:00,TSLA,213.00669860839844,213.1300048828125,212.60000610351562,212.8699951171875,394285.0,USD,yfinance
2024-01-22 14:41:00,AAPL,193.9499969482422,194.26759338378906,193.94000244140625,194.26759338378906,359108.0,USD,yfinance
2024-01-22 14:41:00,AMZN,155.42449951171875,155.4949951171875,155.27000427246094,155.38780212402344,156476.0,USD,yfinance
2024-01-22 14:41:00,GOOG,149.07000732421875,149.1699981689453,149.0399932861328,149.13780212402344,60207.0,USD,yfinance
2024-01-22 14:41:00,META,385.9700012207031,386.8125,385.8599853515625,386.79998779296875,129437.0,USD,yfinance
2024-01-22 14:41:00,MSFT,397.8399963378906,398.5282897949219,397.7300109863281,398.5282897949219,138358.0,USD,yfinance
2024-01-22 14:41:00,NVDA,598.0900268554688,598.489990234375,596.9500122070312,598.344970703125,401400.0,USD,yfinance
2024-01-22 14:41:00,TSLA,212.7100067138672,213.1999969482422,212.50999450683594,213.00489807128906,396259.0,USD,yfinance
2024-01-22 14:42:00,AAPL,194.02999877929688,194.10000610351562,193.8800048828125,193.9575958251953,382767.0,USD,yfinance
2024-01-22 14:42:00,AMZN,155.44000244140625,155.4600067138672,155.2301025390625,155.43319702148438,184019.0,USD,yfinance
2024-01-22 14:42:00,GOOG,149.1699981689453,149.22000122070312,149.0399932861328,149.0800018310547,46182.0,USD,yfinance
2024-01-22 14:42:00,META,386.6033935546875,386.6033935546875,385.8299865722656,385.94500732421875,51573.0,USD,yfinance
2024-01-22 14:42:00,MSFT,397.32000732421875,398.19000244140625,397.260009765625,397.86669921875,151833.0,USD,yfinance
2024-01-22 14:42:00,NVDA,597.2249755859375,599.6428833007812,597.0800170898438,598.1300048828125,308029.0,USD,yfinance
2024-01-22 14:42:00,TSLA,212.8419952392578,213.08999633789062,212.52000427246094,212.7133026123047,435865.0,USD,yfinance
2024-01-22 14:43:00,AAPL,194.0198974609375,194.0449981689453,193.7899932861328,194.00999450683594,263342.0,USD,yfinance
2024-01-22 14:43:00,AMZN,155.07000732421875,155.47000122070312,155.00999450683594,155.4499969482422,237373.0,USD,yfinance
2024-01-22 14:43:00,GOOG,149.19580078125,149.19580078125,149.06500244140625,149.16000366210938,57292.0,USD,yfinance
2024-01-22 14:43:00,META,386.9800109863281,387.3399963378906,386.19000244140625,386.5450134277344,67115.0,USD,yfinance
2024-01-22 14:43:00,MSFT,397.1449890136719,397.29998779296875,396.67010498046875,397.29998779296875,176922.0,USD,yfinance
2024-01-22 14:43:00,NVDA,597.56982421875,597.9998779296875,595.7999877929688,597.2050170898438,387769.0,USD,yfinance
2024-01-22 14:43:00,TSLA,212.10000610351562,212.80999755859375,212.0800018310547,212.80999755859375,477365.0,USD,yfinance
2024-01-22 14:44:00,AAPL,193.86000061035156,194.0399932861328,193.82000732421875,194.02000427246094,233749.0,USD,yfinance
2024-01-22 14:44:00,AMZN,155.10000610351562,155.16000366210938,154.91009521484375,155.0749969482422,304150.0,USD,yfinance
2024-01-22 14:44:00,GOOG,149.0800018310547,149.2899932861328,149.07000732421875,149.1999969482422,59907.0,USD,yfinance
2024-01-22 14:44:00,META,386.3599853515625,387.0400085449219,386.09100341796875,386.9892883300781,61607.0,USD,yfinance
2024-01-22 14:44:00,MSFT,396.2799987792969,397.20001220703125,395.5899963378906,397.20001220703125,242787.0,USD,yfinance
2024-01-22 14:44:00,NVDA,596.9849853515625,597.6500244140625,595.9199829101562,597.5650024414062,229148.0,USD,yfinance
2024-01-22 14:44:00,TSLA,212.32000732421875,212.41000366210938,211.5500030517578,212.15989685058594,622536.0,USD,yfinance
2024-01-22 14:45:00,AAPL,193.83999633789062,193.92999267578125,193.72000122070312,193.86000061035156,310586.0,USD,yfinance
2024-01-22 14:45:00,AMZN,155.02000427246094,155.16000366210938,155.0,155.10000610351562,177494.0,USD,yfinance
2024-01-22 14:45:00,GOOG,149.42999267578125,149.49000549316406,149.0399932861328,149.0800018310547,108546.0,USD,yfinance
2024-01-22 14:45:00,META,386.0849914550781,386.54998779296875,385.8599853515625,386.30999755859375,74460.0,USD,yfinance
2024-01-22 14:45:00,MSFT,396.3800048828125,396.42999267578125,395.4700012207031,396.32000732421875,153123.0,USD,yfinance
2024-01-22 14:45:00,NVDA,599.5900268554688,599.6599731445312,596.6300048828125,597.0266723632812,287132.0,USD,yfinance
2024-01-22 14:45:00,TSLA,212.14810180664062,212.3699951171875,211.92080688476562,212.32000732421875,387102.0,USD,yfinance
2024-01-22 14:46:00,AAPL,194.00999450683594,194.00999450683594,193.8300018310547,193.8350067138672,200625.0,USD,yfinance
2024-01-22 14:46:00,AMZN,155.1199951171875,155.19000244140625,155.0,155.0207977294922,159551.0,USD,yfinance
2024-01-22 14:46:00,GOOG,149.52139282226562,149.52139282226562,149.34500122070312,149.4499969482422,61377.0,USD,yfinance
2024-01-22 14:46:00,META,387.1000061035156,387.1000061035156,386.0281982421875,386.0281982421875,42562.0,USD,yfinance
2024-01-22 14:46:00,MSFT,396.30999755859375,396.8500061035156,396.1300048828125,396.35760498046875,104624.0,USD,yfinance
2024-01-22 14:46:00,NVDA,599.510009765625,600.469970703125,599.0700073242188,599.5900268554688,327507.0,USD,yfinance
2024-01-22 14:46:00,TSLA,212.5063934326172,212.64999389648438,212.11000061035156,212.16000366210938,448389.0,USD,yfinance
2024-01-22 14:47:00,AAPL,194.41000366210938,194.47999572753906,194.00999450683594,194.02000427246094,386064.0,USD,yfinance
2024-01-22 14:47:00,AMZN,155.05259704589844,155.1300048828125,154.9499969482422,155.1199951171875,208096.0,USD,yfinance
2024-01-22 14:47:00,GOOG,149.4665069580078,149.55999755859375,149.4499969482422,149.5399932861328,52455.0,USD,yfinance
2024-01-22 14:47:00,META,386.9700012207031,387.39990234375,386.92999267578125,387.1000061035156,61949.0,USD,yfinance
2024-01-22 14:47:00,MSFT,396.94000244140625,397.1000061035156,396.30999755859375,396.30999755859375,103765.0,USD,yfinance
2024-01-22 14:47:00,NVDA,599.3936767578125,599.9998779296875,599.0,599.340087890625,151472.0,USD,yfinance
2024-01-22 14:47:00,TSLA,212.44000244140625,212.8000030517578,212.3300018310547,212.47999572753906,319466.0,USD,yfinance
2024-01-22 14:48:00,AAPL,194.57000732421875,194.61380004882812,194.36500549316406,194.4199981689453,344594.0,USD,yfinance
2024-01-22 14:48:00,AMZN,155.06500244140625,155.13999938964844,154.9600067138672,155.05999755859375,146973.0,USD,yfinance
2024-01-22 14:48:00,GOOG,149.3975067138672,149.58999633789062,149.3800048828125,149.47000122070312,49668.0,USD,yfinance
2024-01-22 14:48:00,META,387.3783874511719,387.493896484375,386.9599914550781,387.0,79514.0,USD,yfinance
2024-01-22 14:48:00,MSFT,397.1700134277344,397.30810546875,396.9140930175781,396.94500732421875,104742.0,USD,yfinance
2024-01-22 14:48:00,NVDA,601.0,601.0900268554688,599.3699951171875,599.3699951171875,272138.0,USD,yfinance
2024-01-22 14:48:00,TSLA,213.1407928466797,213.16000366210938,212.39999389648438,212.44000244140625,506226.0,USD,yfinance
2024-01-22 14:49:00,AAPL,194.50999450683594,194.57200622558594,194.41000366210938,194.57200622558594,239127.0,USD,yfinance
2024-01-22 14:49:00,AMZN,155.21449279785156,155.22999572753906,155.02999877929688,155.05999755859375,157853.0,USD,yfinance
2024-01-22 14:49:00,GOOG,149.44839477539062,149.4499969482422,149.3249969482422,149.38999938964844,44362.0,USD,yfinance
2024-01-22 14:49:00,META,387.7149963378906,387.7900085449219,386.92999267578125,387.375,78354.0,USD,yfinance
2024-01-22 14:49:00,MSFT,397.0400085449219,397.30999755859375,396.75,397.1700134277344,96709.0,USD,yfinance
2024-01-22 14:49:00,NVDA,600.2550048828125,601.3699951171875,599.5999755859375,600.8770141601562,225728.0,USD,yfinance
2024-01-22 14:49:00,TSLA,212.89999389648438,213.2100067138672,212.86000061035156,213.13499450683594,407006.0,USD,yfinance
2024-01-22 14:50:00,AAPL,194.625,194.6300048828125,194.47000122070312,194.49000549316406,179400.0,USD,yfinance
2024-01-22 14:50:00,AMZN,155.0449981689453,155.22999572753906,154.9499969482422,155.21499633789062,163459.0,USD,yfinance
2024-01-22 14:50:00,GOOG,149.61000061035156,149.61500549316406,149.4199981689453,149.42999267578125,81671.0,USD,yfinance
2024-01-22 14:50:00,META,387.7300109863281,388.0,387.5,387.7250061035156,64647.0,USD,yfinance
2024-01-22 14:50:00,MSFT,397.3399963378906,397.44000244140625,396.79998779296875,396.989990234375,94753.0,USD,yfinance
2024-01-22 14:50:00,NVDA,600.6782836914062,601.25,599.8800048828125,600.1699829101562,171896.0,USD,yfinance
2024-01-22 14:50:00,TSLA,213.98500061035156,214.0,212.86000061035156,212.9149932861328,675366.0,USD,yfinance
2024-01-22 14:51:00,AAPL,194.69000244140625,194.72000122070312,194.56500244140625,194.6300048828125,243539.0,USD,yfinance
2024-01-22 14:51:00,AMZN,155.31820678710938,155.3350067138672,154.99000549316406,155.0500030517578,154959.0,USD,yfinance
2024-01-22 14:51:00,GOOG,149.75,149.77999877929688,149.52999877929688,149.61000061035156,78683.0,USD,yfinance
2024-01-22 14:51:00,META,387.7449951171875,387.875,387.4800109863281,387.75,54627.0,USD,yfinance
2024-01-22 14:51:00,MSFT,397.489990234375,397.510009765625,396.9800109863281,397.3349914550781,77869.0,USD,yfinance
2024-01-22 14:51:00,NVDA,601.0800170898438,601.0800170898438,599.8499755859375,600.5499877929688,169059.0,USD,yfinance
2024-01-22 14:51:00,TSLA,214.64500427246094,214.7100067138672,213.99000549316406,213.99000549316406,740047.0,USD,yfinance
2024-01-22 14:52:00,AAPL,194.50999450683594,194.68499755859375,194.46270751953125,194.68499755859375,169668.0,USD,yfinance
2024-01-22 14:52:00,AMZN,155.30999755859375,155.37989807128906,155.1999969482422,155.3300018310547,165041.0,USD,yfinance
2024-01-22 14:52:00,GOOG,149.8300018310547,149.8800048828125,149.74049377441406,149.75,55584.0,USD,yfinance
2024-01-22 14:52:00,META,387.69000244140625,387.82501220703125,387.4800109863281,387.67999267578125,50134.0,USD,yfinance
2024-01-22 14:52:00,MSFT,397.29998779296875,397.55999755859375,397.2099914550781,397.510009765625,55580.0,USD,yfinance
2024-01-22 14:52:00,NVDA,600.75,601.2000122070312,600.5900268554688,601.010009765625,141288.0,USD,yfinance
2024-01-22 14:52:00,TSLA,214.4499969482422,214.91000366210938,214.1999969482422,214.66000366210938,675102.0,USD,yfinance
2024-01-22 14:53:00,AAPL,194.3800048828125,194.50999450683594,194.3800048828125,194.50999450683594,143741.0,USD,yfinance
2024-01-22 14:53:00,AMZN,155.3800048828125,155.42990112304688,155.25,155.3000030517578,144895.0,USD,yfinance
2024-01-22 14:53:00,GOOG,149.75,149.9199981689453,149.75,149.83990478515625,51649.0,USD,yfinance
2024-01-22 14:53:00,META,387.6099853515625,387.7699890136719,387.4800109863281,387.69000244140625,39022.0,USD,yfinance
2024-01-22 14:53:00,MSFT,397.239990234375,397.4800109863281,397.1700134277344,397.3500061035156,60062.0,USD,yfinance
2024-01-22 14:53:00,NVDA,601.7999877929688,602.2993774414062,600.4550170898438,600.7642211914062,266378.0,USD,yfinance
2024-01-22 14:53:00,TSLA,215.07200622558594,215.08999633789062,214.0800018310547,214.44500732421875,766221.0,USD,yfinance
2024-01-22 14:54:00,AAPL,194.5,194.5399932861328,194.27999877929688,194.375,230837.0,USD,yfinance
2024-01-22 14:54:00,AMZN,155.30999755859375,155.42999267578125,155.30999755859375,155.39500427246094,123117.0,USD,yfinance
2024-01-22 14:54:00,GOOG,149.96499633789062,149.97000122070312,149.75999450683594,149.75999450683594,38768.0,USD,yfinance
2024-01-22 14:54:00,META,387.3900146484375,387.69000244140625,387.20001220703125,387.6199951171875,55965.0,USD,yfinance
2024-01-22 14:54:00,MSFT,397.2275085449219,397.3500061035156,396.947509765625,397.2499084472656,81222.0,USD,yfinance
2024-01-22 14:54:00,NVDA,599.72998046875,601.97998046875,598.6600952148438,601.7999877929688,306510.0,USD,yfinance
2024-01-22 14:54:00,TSLA,215.22000122070312,215.24000549316406,214.72000122070312,215.0780029296875,567129.0,USD,yfinance
2024-01-22 14:55:00,AAPL,194.4949951171875,194.5500030517578,194.4250030517578,194.5,122676.0,USD,yfinance
2024-01-22 14:55:00,AMZN,155.3800048828125,155.3800048828125,155.19500732421875,155.32000732421875,138514.0,USD,yfinance
2024-01-22 14:55:00,GOOG,149.83999633789062,149.99000549316406,149.68780517578125,149.97000122070312,68773.0,USD,yfinance
2024-01-22 14:55:00,META,387.6050109863281,387.7084045410156,387.010009765625,387.3999938964844,61945.0,USD,yfinance
2024-01-22 14:55:00,MSFT,397.3299865722656,397.3500061035156,396.8999938964844,397.2300109863281,83933.0,USD,yfinance
2024-01-22 14:55:00,NVDA,599.6400146484375,599.919921875,598.1400756835938,599.7999877929688,189076.0,USD,yfinance
2024-01-22 14:55:00,TSLA,216.24000549316406,216.25,215.20199584960938,215.23779296875,936540.0,USD,yfinance
2024-01-22 14:56:00,AAPL,194.50999450683594,194.6300048828125,194.4499969482422,194.49000549316406,161220.0,USD,yfinance
2024-01-22 14:56:00,AMZN,155.52720642089844,155.52999877929688,155.35000610351562,155.38999938964844,129999.0,USD,yfinance
2024-01-22 14:56:00,GOOG,149.8300018310547,149.9199981689453,149.75999450683594,149.82980346679688,56565.0,USD,yfinance
2024-01-22 14:56:00,META,387.67999267578125,388.1199951171875,387.44000244140625,387.67999267578125,66505.0,USD,yfinance
2024-01-22 14:56:00,MSFT,397.6499938964844,397.6499938964844,397.260009765625,397.3299865722656,74520.0,USD,yfinance
2024-01-22 14:56:00,NVDA,599.6378784179688,599.860595703125,598.9500122070312,599.739990234375,126132.0,USD,yfinance
2024-01-22 14:56:00,TSLA,215.85000610351562,216.25999450683594,215.82000732421875,216.2200927734375,527950.0,USD,yfinance
2024-01-22 14:57:00,AAPL,194.38999938964844,194.52999877929688,194.32000732421875,194.50999450683594,157667.0,USD,yfinance
2024-01-22 14:57:00,AMZN,155.41000366210938,155.5500030517578,155.35389709472656,155.52000427246094,123623.0,USD,yfinance
2024-01-22 14:57:00,GOOG,149.7100067138672,149.8800048828125,149.66000366210938,149.83999633789062,94347.0,USD,yfinance
2024-01-22 14:57:00,META,387.1199951171875,387.760009765625,386.9100036621094,387.6549987792969,69681.0,USD,yfinance
2024-01-22 14:57:00,MSFT,397.2099914550781,397.614990234375,397.2099914550781,397.6000061035156,56916.0,USD,yfinance
2024-01-22 14:57:00,NVDA,599.0,599.760009765625,598.3599853515625,599.64501953125,126624.0,USD,yfinance
2024-01-22 14:57:00,TSLA,215.48500061035156,215.9499969482422,215.3300018310547,215.8300018310547,510250.0,USD,yfinance
2024-01-22 14:58:00,AAPL,194.52000427246094,194.52000427246094,194.32470703125,194.38400268554688,175158.0,USD,yfinance
2024-01-22 14:58:00,AMZN,155.47999572753906,155.52000427246094,155.30999755859375,155.39999389648438,103151.0,USD,yfinance
2024-01-22 14:58:00,GOOG,149.74339294433594,149.77999877929688,149.57000732421875,149.7100067138672,64481.0,USD,yfinance
2024-01-22 14:58:00,META,387.2903137207031,387.45989990234375,387.0,387.1300048828125,32316.0,USD,yfinance
2024-01-22 14:58:00,MSFT,397.4100036621094,397.44000244140625,397.04998779296875,397.17999267578125,47132.0,USD,yfinance
2024-01-22 14:58:00,NVDA,598.739990234375,599.0800170898438,598.1900024414062,599.0650024414062,127428.0,USD,yfinance
2024-01-22 14:58:00,TSLA,216.4438934326172,216.5500030517578,215.3300018310547,215.4626007080078,712571.0,USD,yfinance
2024-01-22 14:59:00,AAPL,194.4600067138672,194.52999877929688,194.38999938964844,194.52999877929688,131011.0,USD,yfinance
2024-01-22 14:59:00,AMZN,155.6595001220703,155.66000366210938,155.4199981689453,155.47999572753906,220781.0,USD,yfinance
2024-01-22 14:59:00,GOOG,149.5800018310547,149.75999450683594,149.50999450683594,149.75,67527.0,USD,yfinance
2024-01-22 14:59:00,META,387.739990234375,387.75,387.2799987792969,387.32000732421875,52101.0,USD,yfinance
2024-01-22 14:59:00,MSFT,398.0050048828125,398.20001220703125,397.44500732421875,397.44500732421875,114906.0,USD,yfinance
2024-01-22 14:59:00,NVDA,599.5800170898438,599.8800048828125,598.3699951171875,598.6699829101562,167528.0,USD,yfinance
2024-01-22 14:59:00,TSLA,216.94749450683594,217.00999450683594,216.32000732421875,216.4600067138672,699768.0,USD,yfinance
2024-01-22 15:00:00,AAPL,194.718994140625,194.72000122070312,194.4600067138672,194.4600067138672,276958.0,USD,yfinance
2024-01-22 15:00:00,AMZN,155.375,155.72000122070312,155.30999755859375,155.64999389648438,229063.0,USD,yfinance
2024-01-22 15:00:00,GOOG,149.5299072265625,149.7100067138672,149.52000427246094,149.57000732421875,89035.0,USD,yfinance
2024-01-22 15:00:00,META,387.239990234375,387.92999267578125,387.1199951171875,387.739990234375,91689.0,USD,yfinance
2024-01-22 15:00:00,MSFT,397.5199890136719,398.2900085449219,397.5199890136719,398.0199890136719,111367.0,USD,yfinance
2024-01-22 15:00:00,NVDA,598.7020263671875,599.989990234375,597.8499755859375,599.5499877929688,227393.0,USD,yfinance
2024-01-22 15:00:00,TSLA,216.92999267578125,217.10000610351562,216.58999633789062,216.98910522460938,578705.0,USD,yfinance
2024-01-22 15:01:00,AAPL,194.86000061035156,194.86000061035156,194.55999755859375,194.72000122070312,296757.0,USD,yfinance
2024-01-22 15:01:00,AMZN,155.6199951171875,155.6300048828125,155.33999633789062,155.37449645996094,122807.0,USD,yfinance
2024-01-22 15:01:00,GOOG,149.47000122070312,149.5449981689453,149.38999938964844,149.52999877929688,79149.0,USD,yfinance
2024-01-22 15:01:00,META,386.75,387.260009765625,386.6099853515625,387.260009765625,69446.0,USD,yfinance
2024-01-22 15:01:00,MSFT,397.3544921875,397.55999755859375,397.17999267578125,397.55999755859375,111663.0,USD,yfinance
2024-01-22 15:01:00,NVDA,598.6008911132812,598.7899169921875,598.0399780273438,598.5701293945312,108334.0,USD,yfinance
2024-01-22 15:01:00,TSLA,217.35989379882812,217.36990356445312,216.8800048828125,216.9149932861328,700504.0,USD,yfinance
2024-01-22 15:02:00,AAPL,194.6300048828125,194.89999389648438,194.59190368652344,194.8699951171875,294204.0,USD,yfinance
2024-01-22 15:02:00,AMZN,155.35000610351562,155.65989685058594,155.30999755859375,155.625,199670.0,USD,yfinance
2024-01-22 15:02:00,GOOG,149.44000244140625,149.52000427246094,149.24000549316406,149.49000549316406,139676.0,USD,yfinance
